content,score,at,userName,sentiment,text_clean,text_StopWord,text_stemmed
Sangat membantu aktifitas keseharian,5,2022-07-21 04:07:50,Pengguna Google,Positif,sangat membantu aktifitas keseharian,membantu aktifitas keseharian,membantu aktifita keseharian
Oko,5,2022-07-20 14:14:09,Pengguna Google,Positif,oko,oko,oko
Bagus,5,2022-07-20 12:23:53,Pengguna Google,Positif,bagus,bagus,bagu
Dangan membantu dan akurat,5,2022-07-20 04:02:25,Pengguna Google,Positif,dangan membantu dan akurat,dangan membantu akurat,dangan membantu akurat
"Aplikasi Yng Sangat Membantu dn Berguna,,, Matap,,,",5,2022-07-19 03:47:31,Pengguna Google,Positif,aplikasi yng sangat membantu dn berguna matap,aplikasi yng membantu dn berguna matap,aplikasi yng membantu dn berguna matap
Mantap,5,2022-07-19 03:09:14,Pengguna Google,Positif,mantap,mantap,mantap
"Level naik peringkat, Semeru,,tekhnologi",1,2022-07-19 02:16:45,Pengguna Google,Negatif,level naik peringkat semerutekhnologi,level peringkat semerutekhnologi,level peringkat semerutekhnolog
Sangat membantu,5,2022-07-19 00:58:19,Pengguna Google,Positif,sangat membantu,membantu,membantu
Bagus,4,2022-07-18 22:36:12,Pengguna Google,Positif,bagus,bagus,bagu
Sangat membantu untuk memantau perubahan dan perkembangan cuaca,5,2022-07-18 22:26:04,Pengguna Google,Positif,sangat membantu untuk memantau perubahan dan perkembangan cuaca,membantu memantau perubahan perkembangan cuaca,membantu memantau perubahan perkembangan cuaca
Sangat baik,5,2022-07-18 17:38:03,Pengguna Google,Positif,sangat baik,,
Keren,5,2022-07-18 15:48:53,Pengguna Google,Positif,keren,keren,keren
"kenapa saya belum mendapatkan notifikasi gempa di hp saya, padahal gempa sudah 10 menit yang lalu",1,2022-07-18 15:47:53,Pengguna Google,Negatif,kenapa saya belum mendapatkan notifikasi gempa di hp saya padahal gempa sudah  menit yang lalu,notifikasi gempa hp gempa menit,notifikasi gempa hp gempa menit
Banyak gempa tdk di deteksi bmkg,1,2022-07-18 15:46:54,Pengguna Google,Negatif,banyak gempa tdk di deteksi bmkg,gempa tdk deteksi bmkg,gempa tdk deteksi bmkg
Lumayan bagus aplikasinya,4,2022-07-18 11:09:26,Pengguna Google,Positif,lumayan bagus aplikasinya,lumayan bagus aplikasinya,lumayan bagu aplikasinya
Apk bagus,5,2022-07-18 06:25:01,Pengguna Google,Positif,apk bagus,apk bagus,apk bagu
Sangat membantu,5,2022-07-18 05:02:57,Pengguna Google,Positif,sangat membantu,membantu,membantu
"Sangat membatu aplikasi nya, terima kasih",5,2022-07-17 22:38:31,Pengguna Google,Positif,sangat membatu aplikasi nya terima kasih,membatu aplikasi nya terima kasih,membatu aplikasi nya terima kasih
Terpercaya,5,2022-07-17 16:25:14,Pengguna Google,Positif,terpercaya,terpercaya,terpercaya
Bagus sekali aplikasi enya sangat bagus sekali 👍😊,5,2022-07-17 15:23:21,Pengguna Google,Positif,bagus sekali aplikasi enya sangat bagus sekali ,bagus aplikasi enya bagus,bagu aplikasi enya bagu
Aplikasi ini sangat membantu terutama buat notif tentang gempa yang terjadi di wilayah indonesia..,5,2022-07-17 13:29:15,Pengguna Google,Positif,aplikasi ini sangat membantu terutama buat notif tentang gempa yang terjadi di wilayah indonesia,aplikasi membantu notif gempa wilayah indonesia,aplikasi membantu notif gempa wilayah indonesia
Sangat membantu info cuaca.,5,2022-07-17 13:19:43,Pengguna Google,Positif,sangat membantu info cuaca,membantu info cuaca,membantu info cuaca
Jelek,3,2022-07-17 13:12:51,Pengguna Google,Netral,jelek,jelek,jelek
"Aplikasi ini sangat membantu , bisa melihat cuaca di daerah tertentu",5,2022-07-17 12:49:41,Pengguna Google,Positif,aplikasi ini sangat membantu  bisa melihat cuaca di daerah tertentu,aplikasi membantu cuaca daerah,aplikasi membantu cuaca daerah
Ok ok,5,2022-07-17 12:33:38,Pengguna Google,Positif,ok ok,ok ok,ok ok
Mantap,5,2022-07-17 10:15:00,Pengguna Google,Positif,mantap,mantap,mantap
Cepat tanggap info gempa di seluruh indonesia,5,2022-07-17 09:57:07,Pengguna Google,Positif,cepat tanggap info gempa di seluruh indonesia,cepat tanggap info gempa indonesia,cepat tanggap info gempa indonesia
Ok,5,2022-07-17 04:45:33,Pengguna Google,Positif,ok,ok,ok
"Aplikasi sangat membantu, sayang gk di kasih pasang surut air laut.",4,2022-07-17 03:36:32,Pengguna Google,Positif,aplikasi sangat membantu sayang gk di kasih pasang surut air laut,aplikasi membantu sayang gk kasih pasang surut air laut,aplikasi membantu sayang gk kasih pasang surut air laut
"Sangat informatif, terimakasih Aplikator, sehat n sukses selalu, Aamiin.",5,2022-07-17 01:59:48,Pengguna Google,Positif,sangat informatif terimakasih aplikator sehat n sukses selalu aamiin,informatif terimakasih aplikator sehat n sukses aamiin,informatif terimakasih aplik sehat n suks aamiin
The best.,5,2022-07-16 23:21:57,Pengguna Google,Positif,the best,the best,the best
Oke,5,2022-07-16 23:10:36,Pengguna Google,Positif,oke,oke,oke
Coba lokasi dibuat menyesuaikan pengaturan lokasi GPS terupdate dari HP,1,2022-07-16 16:06:02,Pengguna Google,Negatif,coba lokasi dibuat menyesuaikan pengaturan lokasi gps terupdate dari hp,coba lokasi menyesuaikan pengaturan lokasi gps terupdate hp,coba lokasi menyesuaikan pengaturan lokasi gp terupd hp
Ok bingit,5,2022-07-16 15:07:27,Pengguna Google,Positif,ok bingit,ok bingit,ok bingit
Aplikasi nya bagus buat tau cuacanya setiap hari nya 👍🙏🏻,5,2022-07-16 13:55:25,Pengguna Google,Positif,aplikasi nya bagus buat tau cuacanya setiap hari nya ,aplikasi nya bagus tau cuacanya nya,aplikasi nya bagu tau cuacanya nya
Baik dan informatif,5,2022-07-16 10:54:28,Pengguna Google,Positif,baik dan informatif,informatif,informatif
semakin di tingkatkan dan cepat kasih kabar update ke warga yang setelah terdampak gempa karna kadang informasi telat hingga 10 menitan bagi warga pesisir pantai biar tidak panik dan tetap tenang antara harus evakuasi atw tidak dan bergabung dengan setiap ofrator nomer ponsel untuk ngasih info ke masarakat yang terdampak bencana gempa hususnya wilayah pesisir pantai di karnakan masarakat masih banyak yang tak tau atw tak memiliki app bmkg,5,2022-07-16 02:54:27,Pengguna Google,Positif,semakin di tingkatkan dan cepat kasih kabar update ke warga yang setelah terdampak gempa karna kadang informasi telat hingga  menitan bagi warga pesisir pantai biar tidak panik dan tetap tenang antara harus evakuasi atw tidak dan bergabung dengan setiap ofrator nomer ponsel untuk ngasih info ke masarakat yang terdampak bencana gempa hususnya wilayah pesisir pantai di karnakan masarakat masih banyak yang tak tau atw tak memiliki app bmkg,tingkatkan cepat kasih kabar update warga terdampak gempa karna kadang informasi telat menitan warga pesisir pantai biar panik tenang evakuasi atw bergabung ofrator nomer ponsel ngasih info masarakat terdampak bencana gempa hususnya wilayah pesisir pantai karnakan masarakat tau atw memiliki app bmkg,tingkatkan cepat kasih kabar updat warga terdampak gempa karna kadang informasi telat menitan warga pesisir pantai biar panik tenang evakuasi atw bergabung ofrat nomer ponsel ngasih info masarakat terdampak bencana gempa hususnya wilayah pesisir pantai karnakan masarakat tau atw memiliki app bmkg
Luar biasaa ... Terimakasih banyak atas kerja kerasnya ... Anda sangat profesional ...,5,2022-07-16 02:15:05,Pengguna Google,Positif,luar biasaa  terimakasih banyak atas kerja kerasnya  anda sangat profesional ,biasaa terimakasih kerja kerasnya profesional,biasaa terimakasih kerja kerasnya profesion
Sangat membantu sekali dalam melakukan perjalanan ke suatu tempat🥰🤩👍,5,2022-07-16 01:54:32,Pengguna Google,Positif,sangat membantu sekali dalam melakukan perjalanan ke suatu tempat,membantu perjalanan,membantu perjalanan
👍👍,5,2022-07-16 00:16:04,Pengguna Google,Positif,,,
Ok,5,2022-07-15 23:16:38,Pengguna Google,Positif,ok,ok,ok
Sudah baik,5,2022-07-15 22:05:18,Pengguna Google,Positif,sudah baik,,
Oke,5,2022-07-15 12:22:14,Pengguna Google,Positif,oke,oke,oke
Amazing,5,2022-07-15 03:18:30,Pengguna Google,Positif,amazing,amazing,amaz
Bagus,5,2022-07-14 15:20:10,Pengguna Google,Positif,bagus,bagus,bagu
Pedoman Nelayan,5,2022-07-14 14:49:08,Pengguna Google,Positif,pedoman nelayan,pedoman nelayan,pedoman nelayan
Sangat membantu & terus update rerbaru,5,2022-07-14 14:30:15,Pengguna Google,Positif,sangat membantu  terus update rerbaru,membantu update rerbaru,membantu updat rerbaru
"Informasi Cuaca di beranda tidak menunjukkan lokasi yg sudah di atur di pengaturan, jadi harus buka menu cuaca dan pilih kabupaten dulu. UI nya susah untuk navigasi di bagian cuaca, bayangkan mau scroll prakiraan cuaca kebawah aja susahnya minta ampun, tolong lah diperbaiki, sudah berapa kali update belum ada perbaikan.",2,2022-07-14 12:54:37,Pengguna Google,Negatif,informasi cuaca di beranda tidak menunjukkan lokasi yg sudah di atur di pengaturan jadi harus buka menu cuaca dan pilih kabupaten dulu ui nya susah untuk navigasi di bagian cuaca bayangkan mau scroll prakiraan cuaca kebawah aja susahnya minta ampun tolong lah diperbaiki sudah berapa kali update belum ada perbaikan,informasi cuaca beranda lokasi yg atur pengaturan buka menu cuaca pilih kabupaten ui nya susah navigasi cuaca bayangkan scroll prakiraan cuaca kebawah aja susahnya ampun tolong diperbaiki kali update perbaikan,informasi cuaca beranda lokasi yg atur pengaturan buka menu cuaca pilih kabupaten ui nya susah navigasi cuaca bayangkan scroll prakiraan cuaca kebawah aja susahnya ampun tolong diperbaiki kali updat perbaikan
🙏,4,2022-07-14 11:35:39,Pengguna Google,Positif,,,
Ok,5,2022-07-14 06:59:22,Pengguna Google,Positif,ok,ok,ok
Bagus,5,2022-07-14 03:23:48,Pengguna Google,Positif,bagus,bagus,bagu
Aplikasi Bagus,5,2022-07-14 03:20:43,Pengguna Google,Positif,aplikasi bagus,aplikasi bagus,aplikasi bagu
Sangat membantu,5,2022-07-14 03:05:30,Pengguna Google,Positif,sangat membantu,membantu,membantu
The best,5,2022-07-14 03:05:17,Pengguna Google,Positif,the best,the best,the best
Berguna sekali untuk mendapatkan informasi terkini terkait cuaca dan bencana alam,5,2022-07-14 02:44:04,Pengguna Google,Positif,berguna sekali untuk mendapatkan informasi terkini terkait cuaca dan bencana alam,berguna informasi terkini terkait cuaca bencana alam,berguna informasi terkini terkait cuaca bencana alam
Lumayan tepat,4,2022-07-14 01:07:23,Pengguna Google,Positif,lumayan tepat,lumayan,lumayan
Sangat membantu dalam usaha pertanian utama dlm rencana kerja,5,2022-07-13 17:12:23,Pengguna Google,Positif,sangat membantu dalam usaha pertanian utama dlm rencana kerja,membantu usaha pertanian utama dlm rencana kerja,membantu usaha pertanian utama dlm rencana kerja
Sangat menbantu,5,2022-07-13 14:22:55,Pengguna Google,Positif,sangat menbantu,menbantu,menbantu
Setelah di update susah mau scroll ke bawah mau lihat dihari berikutnya! Tolong lah diperbaiki euyyy! Belum lagi pra perkiraan cuaca nya hampir tidak bisa dipercaya,1,2022-07-13 13:33:44,Pengguna Google,Negatif,setelah di update susah mau scroll ke bawah mau lihat dihari berikutnya tolong lah diperbaiki euyyy belum lagi pra perkiraan cuaca nya hampir tidak bisa dipercaya,update susah scroll lihat dihari tolong diperbaiki euyyy pra perkiraan cuaca nya dipercaya,updat susah scroll lihat dihari tolong diperbaiki euyyy pra perkiraan cuaca nya dipercaya
"Keren..,,,,",5,2022-07-13 12:03:59,Pengguna Google,Positif,keren,keren,keren
👍👍👍🙏🙏🙏,5,2022-07-13 07:45:42,Pengguna Google,Positif,,,
Semoga aplikasi ini membantu setiap orang yg bepergian,5,2022-07-13 05:12:49,Pengguna Google,Positif,semoga aplikasi ini membantu setiap orang yg bepergian,semoga aplikasi membantu orang yg bepergian,semoga aplikasi membantu orang yg bepergian
Bagus aplikasi nya tingkatkan terus aplikasi bmkgnya menjadi aplikasi lebih baik,5,2022-07-13 01:29:09,Pengguna Google,Positif,bagus aplikasi nya tingkatkan terus aplikasi bmkgnya menjadi aplikasi lebih baik,bagus aplikasi nya tingkatkan aplikasi bmkgnya aplikasi,bagu aplikasi nya tingkatkan aplikasi bmkgnya aplikasi
Sangat mudah,4,2022-07-13 01:20:14,Pengguna Google,Positif,sangat mudah,mudah,mudah
👍👍👍👍👍,5,2022-07-13 00:30:44,Pengguna Google,Positif,,,
"Sangat membantu utk pantau cuaca,khusus nya keadaan laut sesuai profesi kami...trimks.",5,2022-07-13 00:00:19,Pengguna Google,Positif,sangat membantu utk pantau cuacakhusus nya keadaan laut sesuai profesi kamitrimks,membantu utk pantau cuacakhusus nya laut sesuai profesi kamitrimks,membantu utk pantau cuacakhusu nya laut sesuai profesi kamitrimk
Mantap,5,2022-07-13 00:00:10,Pengguna Google,Positif,mantap,mantap,mantap
Mantaaap dan andalan....kreeen,5,2022-07-12 23:23:05,Pengguna Google,Positif,mantaaap dan andalankreeen,mantaaap andalankreeen,mantaaap andalankreeen
"Aplikasi ini membantu sekali, apa lagi saya sebagai petani sangat terbantu adanya aplikasi ini, trimakasih sekali",5,2022-07-12 19:14:46,Pengguna Google,Positif,aplikasi ini membantu sekali apa lagi saya sebagai petani sangat terbantu adanya aplikasi ini trimakasih sekali,aplikasi membantu petani terbantu aplikasi trimakasih,aplikasi membantu petani terbantu aplikasi trimakasih
Mantab,5,2022-07-12 14:29:03,Pengguna Google,Positif,mantab,mantab,mantab
"Sangat membantu,",1,2022-07-12 12:12:08,Pengguna Google,Negatif,sangat membantu,membantu,membantu
"Kalau lagi pagi2 bisanya saya lihat MKG bawa saya adala petani jadi bar tau cuaca ,saya sukasaaaaa",5,2022-07-12 11:46:22,Pengguna Google,Positif,kalau lagi pagi bisanya saya lihat mkg bawa saya adala petani jadi bar tau cuaca saya sukasaaaaa,pagi bisanya lihat mkg bawa adala petani bar tau cuaca sukasaaaaa,pagi bisanya lihat mkg bawa adala petani bar tau cuaca sukasaaaaa
Tidak akurat sama sekali,3,2022-07-12 11:45:38,Pengguna Google,Netral,tidak akurat sama sekali,akurat,akurat
Good,5,2022-07-12 08:50:57,Pengguna Google,Positif,good,good,good
membantu,5,2022-07-12 08:36:57,Pengguna Google,Positif,membantu,membantu,membantu
Dipercepat lagi informasi masuk Jadi segera kita bisa evakuasi diri,5,2022-07-12 05:14:04,Pengguna Google,Positif,dipercepat lagi informasi masuk jadi segera kita bisa evakuasi diri,dipercepat informasi masuk evakuasi,dipercepat informasi masuk evakuasi
Sangat membantu utk pemantau cuaca/gempa..,5,2022-07-12 04:18:11,Pengguna Google,Positif,sangat membantu utk pemantau cuacagempa,membantu utk pemantau cuacagempa,membantu utk pemantau cuacagempa
Sangat membantu,5,2022-07-12 03:59:04,Pengguna Google,Positif,sangat membantu,membantu,membantu
Bagus bisa mengetahui lokasi gempa terkini,4,2022-07-12 03:48:28,Pengguna Google,Positif,bagus bisa mengetahui lokasi gempa terkini,bagus lokasi gempa terkini,bagu lokasi gempa terkini
"aplikasi sangat berguna agar bisa tahu jika terjadi gempa dan potensi tsunami. Tetapi, info bmkg selalu memberikan notifikasi berulang. Gempa di lokasiA sudah dinotifikasikan, beberapa menit kemudian diinfokan lagi. Sebagai user jadi bingung, ini gempa yang tadi atau ada gempa susulan.",4,2022-07-12 03:24:33,Pengguna Google,Positif,aplikasi sangat berguna agar bisa tahu jika terjadi gempa dan potensi tsunami tetapi info bmkg selalu memberikan notifikasi berulang gempa di lokasia sudah dinotifikasikan beberapa menit kemudian diinfokan lagi sebagai user jadi bingung ini gempa yang tadi atau ada gempa susulan,aplikasi berguna gempa potensi tsunami info bmkg notifikasi berulang gempa lokasia dinotifikasikan menit diinfokan user bingung gempa gempa susulan,aplikasi berguna gempa potensi tsunami info bmkg notifikasi berulang gempa lokasia dinotifikasikan menit diinfokan user bingung gempa gempa susulan
Apk sangat bermanfaat selalu update infonya,5,2022-07-12 03:18:40,Pengguna Google,Positif,apk sangat bermanfaat selalu update infonya,apk bermanfaat update infonya,apk bermanfaat updat infonya
👍,5,2022-07-12 03:17:39,Pengguna Google,Positif,,,
Cepat mudah bermanfaat,5,2022-07-12 03:03:50,Pengguna Google,Positif,cepat mudah bermanfaat,cepat mudah bermanfaat,cepat mudah bermanfaat
Jadi lebih tau duluan kalau ada gempa,5,2022-07-12 01:43:50,Pengguna Google,Positif,jadi lebih tau duluan kalau ada gempa,tau duluan gempa,tau duluan gempa
Very good,5,2022-07-12 00:16:00,Pengguna Google,Positif,very good,very good,veri good
Bagus👍👍👍,5,2022-07-11 21:55:23,Pengguna Google,Positif,bagus,bagus,bagu
"Sangat (Tidak Membantu). Gempa Bumi,mau di lihat, nggak bisa2. 1 jam kemudian, sama juga, tetap nggak bisa, padahal nggak ada masalah sama jaringan.",1,2022-07-11 21:04:50,Pengguna Google,Negatif,sangat tidak membantu gempa bumimau di lihat nggak bisa  jam kemudian sama juga tetap nggak bisa padahal nggak ada masalah sama jaringan,membantu gempa bumimau lihat nggak jam nggak nggak jaringan,membantu gempa bumimau lihat nggak jam nggak nggak jaringan
Sangat lmbat untuk pemberitahuan gempa di kotaku dan perkiraan cuacanya juga di kotaku gak akurat,1,2022-07-11 20:56:12,Pengguna Google,Negatif,sangat lmbat untuk pemberitahuan gempa di kotaku dan perkiraan cuacanya juga di kotaku gak akurat,lmbat pemberitahuan gempa kotaku perkiraan cuacanya kotaku gak akurat,lmbat pemberitahuan gempa kotaku perkiraan cuacanya kotaku gak akurat
Saya kasi bintang 4 dlu,4,2022-07-11 18:25:07,Pengguna Google,Positif,saya kasi bintang  dlu,kasi bintang dlu,kasi bintang dlu
Salah satu aplikasi yang penting untuk didownload oleh siapapun agar tau informasi gempa bumi maupun cuaca dan kondisi udara disekitar 👍,5,2022-07-11 15:46:07,Pengguna Google,Positif,salah satu aplikasi yang penting untuk didownload oleh siapapun agar tau informasi gempa bumi maupun cuaca dan kondisi udara disekitar ,salah aplikasi didownload tau informasi gempa bumi cuaca kondisi udara disekitar,salah aplikasi didownload tau informasi gempa bumi cuaca kondisi udara disekitar
Kurang akurat,5,2022-07-11 14:29:25,Pengguna Google,Positif,kurang akurat,akurat,akurat
𝙊𝙠𝙚,5,2022-07-11 14:14:15,Pengguna Google,Positif,𝙊𝙠𝙚,𝙊𝙠𝙚,𝙊𝙠𝙚
Sangat menguntung bagi masyarakat atas informasi cuaca yg terjadi di setiap kota bahkan sampai di kecamatan,5,2022-07-11 14:00:23,Pengguna Google,Positif,sangat menguntung bagi masyarakat atas informasi cuaca yg terjadi di setiap kota bahkan sampai di kecamatan,menguntung masyarakat informasi cuaca yg kota kecamatan,menguntung masyarakat informasi cuaca yg kota kecamatan
Mantap,5,2022-07-11 13:10:25,Pengguna Google,Positif,mantap,mantap,mantap
Sangat bermanfaat utk mendapat informasi gempa bumi dll,5,2022-07-11 13:07:18,Pengguna Google,Positif,sangat bermanfaat utk mendapat informasi gempa bumi dll,bermanfaat utk informasi gempa bumi dll,bermanfaat utk informasi gempa bumi dll
Update makin bagus...👍,5,2022-07-11 11:50:15,Pengguna Google,Positif,update makin bagus,update bagus,updat bagu
Mantap,4,2022-07-11 11:26:27,Pengguna Google,Positif,mantap,mantap,mantap
Sangat membantu,5,2022-07-11 10:43:28,Pengguna Google,Positif,sangat membantu,membantu,membantu
Sangat membantu dalam memilih waktu perjalanan mengetahui kondisi daerah lai,5,2022-07-11 10:19:03,Pengguna Google,Positif,sangat membantu dalam memilih waktu perjalanan mengetahui kondisi daerah lai,membantu memilih perjalanan kondisi daerah lai,membantu memilih perjalanan kondisi daerah lai
Membantu pekerjaan,5,2022-07-11 09:56:37,Pengguna Google,Positif,membantu pekerjaan,membantu pekerjaan,membantu pekerjaan
Nice,5,2022-07-11 09:47:36,Pengguna Google,Positif,nice,nice,nice
Sangat membantu,4,2022-07-11 09:41:21,Pengguna Google,Positif,sangat membantu,membantu,membantu
Sangat bermanfaat.,5,2022-07-11 09:33:32,Pengguna Google,Positif,sangat bermanfaat,bermanfaat,bermanfaat
Sebagai informasi yang akurat,5,2022-07-11 09:22:00,Pengguna Google,Positif,sebagai informasi yang akurat,informasi akurat,informasi akurat
Mantap,5,2022-07-11 09:21:16,Pengguna Google,Positif,mantap,mantap,mantap
"Alus lah, ngan sok rada telat infona. Sakitu we info ti pusat mah.",5,2022-07-11 09:19:16,Pengguna Google,Positif,alus lah ngan sok rada telat infona sakitu we info ti pusat mah,alus ngan sok rada telat infona sakitu we info ti pusat mah,alu ngan sok rada telat infona sakitu we info ti pusat mah
Kalo bisa di tambahin fitur peringatan dengan bunyi yang keras biar bisa kedengeran bukan cuma notif,5,2022-07-11 09:08:03,Pengguna Google,Positif,kalo bisa di tambahin fitur peringatan dengan bunyi yang keras biar bisa kedengeran bukan cuma notif,kalo tambahin fitur peringatan bunyi keras biar kedengeran notif,kalo tambahin fitur peringatan bunyi kera biar kedengeran notif
Mantapp,5,2022-07-11 08:59:52,Pengguna Google,Positif,mantapp,mantapp,mantapp
Aplikàsi yg cocok buat liat cuaca,5,2022-07-11 08:57:29,Pengguna Google,Positif,aplikàsi yg cocok buat liat cuaca,aplikàsi yg cocok liat cuaca,aplikàsi yg cocok liat cuaca
👍,5,2022-07-11 08:54:43,Pengguna Google,Positif,,,
Thank You Sangat Bermanfaat Lanjutkan,5,2022-07-11 08:54:31,Pengguna Google,Positif,thank you sangat bermanfaat lanjutkan,thank you bermanfaat lanjutkan,thank you bermanfaat lanjutkan
Klu bkn karena info nie aku jadi gak tau tentang cuaca,5,2022-07-11 08:45:24,Pengguna Google,Positif,klu bkn karena info nie aku jadi gak tau tentang cuaca,klu bkn info nie gak tau cuaca,klu bkn info nie gak tau cuaca
Sangat membantu sekali update cuaca,5,2022-07-11 08:44:01,Pengguna Google,Positif,sangat membantu sekali update cuaca,membantu update cuaca,membantu updat cuaca
👍,4,2022-07-11 08:43:12,Pengguna Google,Positif,,,
Good information,5,2022-07-11 08:36:50,Pengguna Google,Positif,good information,good information,good inform
wori jaga ui,4,2022-07-11 08:30:04,Pengguna Google,Positif,wori jaga ui,wori jaga ui,wori jaga ui
Bagus info cuaca dll,4,2022-07-11 08:23:10,Pengguna Google,Positif,bagus info cuaca dll,bagus info cuaca dll,bagu info cuaca dll
"Sangat membatu , semoga tetap semangat para kru / team BMKG dalam memberikan informasi cuaca terkini.",5,2022-07-11 08:15:37,Pengguna Google,Positif,sangat membatu  semoga tetap semangat para kru  team bmkg dalam memberikan informasi cuaca terkini,membatu semoga semangat kru team bmkg informasi cuaca terkini,membatu semoga semangat kru team bmkg informasi cuaca terkini
Sangat membantu,5,2022-07-11 08:08:24,Pengguna Google,Positif,sangat membantu,membantu,membantu
Sangat membantu aktifitas 👍👍👍👍,5,2022-07-11 08:07:25,Pengguna Google,Positif,sangat membantu aktifitas ,membantu aktifitas,membantu aktifita
Mantap,5,2022-07-11 08:04:25,Pengguna Google,Positif,mantap,mantap,mantap
Baik sangat berguna,5,2022-07-11 08:04:06,Pengguna Google,Positif,baik sangat berguna,berguna,berguna
Informasi kejadian bencana gempa secara realtime,5,2022-07-11 07:57:50,Pengguna Google,Positif,informasi kejadian bencana gempa secara realtime,informasi kejadian bencana gempa realtime,informasi kejadian bencana gempa realtim
"Bermanfaat ,",5,2022-07-11 07:57:20,Pengguna Google,Positif,bermanfaat ,bermanfaat,bermanfaat
Informasi cepat dan akurat,5,2022-07-11 07:56:43,Pengguna Google,Positif,informasi cepat dan akurat,informasi cepat akurat,informasi cepat akurat
Update skl n mudah dipahami,5,2022-07-11 07:56:05,Pengguna Google,Positif,update skl n mudah dipahami,update skl n mudah dipahami,updat skl n mudah dipahami
Ok,5,2022-07-11 07:55:47,Pengguna Google,Positif,ok,ok,ok
BMKG emang kerennnnn,5,2022-07-11 07:53:44,Pengguna Google,Positif,bmkg emang kerennnnn,bmkg emang kerennnnn,bmkg emang kerennnnn
Mantap,5,2022-07-11 07:53:33,Pengguna Google,Positif,mantap,mantap,mantap
Apk sangat bagus dan membantu sekali.,5,2022-07-11 07:53:17,Pengguna Google,Positif,apk sangat bagus dan membantu sekali,apk bagus membantu,apk bagu membantu
Siap 😊😊,5,2022-07-11 07:52:44,Pengguna Google,Positif,siap ,,
Ok,5,2022-07-11 07:51:25,Pengguna Google,Positif,ok,ok,ok
Sangat membatu,5,2022-07-11 07:49:31,Pengguna Google,Positif,sangat membatu,membatu,membatu
Mantap...,5,2022-07-11 07:48:41,Pengguna Google,Positif,mantap,mantap,mantap
Excellent,5,2022-07-11 07:47:39,Pengguna Google,Positif,excellent,excellent,excel
Oke,5,2022-07-11 07:46:52,Pengguna Google,Positif,oke,oke,oke
Oke,5,2022-07-11 07:46:14,Pengguna Google,Positif,oke,oke,oke
Bguss,5,2022-07-11 07:45:14,Pengguna Google,Positif,bguss,bguss,bguss
Sangat bagus,5,2022-07-11 07:44:53,Pengguna Google,Positif,sangat bagus,bagus,bagu
"Makasih udh bantu update berita gempa terdekat, tp kadang masih gada notif dan ngatur daerahnya ribet. Tp gapapa, ditingkatin aja lg",4,2022-07-11 07:41:48,Pengguna Google,Positif,makasih udh bantu update berita gempa terdekat tp kadang masih gada notif dan ngatur daerahnya ribet tp gapapa ditingkatin aja lg,makasih udh bantu update berita gempa terdekat tp kadang gada notif ngatur daerahnya ribet tp gapapa ditingkatin aja lg,makasih udh bantu updat berita gempa terdekat tp kadang gada notif ngatur daerahnya ribet tp gapapa ditingkatin aja lg
Lebih akurat lebih baik,5,2022-07-11 07:41:34,Pengguna Google,Positif,lebih akurat lebih baik,akurat,akurat
Info atas cuaca lokasi berada dan informasi adanya gempa dan informasi lain-lainnya.,5,2022-07-11 07:39:26,Pengguna Google,Positif,info atas cuaca lokasi berada dan informasi adanya gempa dan informasi lainlainnya,info cuaca lokasi informasi gempa informasi lainlainnya,info cuaca lokasi informasi gempa informasi lainlainnya
"Bintang 3 dulu, soale belum terlalu bisa ngambil manfaatnya",3,2022-07-11 07:38:48,Pengguna Google,Netral,bintang  dulu soale belum terlalu bisa ngambil manfaatnya,bintang soale ngambil manfaatnya,bintang soal ngambil manfaatnya
Mantap,5,2022-07-11 07:38:05,Pengguna Google,Positif,mantap,mantap,mantap
Cepat infonya,5,2022-07-11 07:36:23,Pengguna Google,Positif,cepat infonya,cepat infonya,cepat infonya
Informatif,5,2022-07-11 07:35:51,Pengguna Google,Positif,informatif,informatif,informatif
sangai baik,5,2022-07-11 07:34:45,Pengguna Google,Positif,sangai baik,sangai,sangai
Ok,5,2022-07-11 07:34:23,Pengguna Google,Positif,ok,ok,ok
sangat membantu cuaca saat berpergian,5,2022-07-11 07:33:37,Pengguna Google,Positif,sangat membantu cuaca saat berpergian,membantu cuaca berpergian,membantu cuaca berpergian
Good,5,2022-07-11 07:32:57,Pengguna Google,Positif,good,good,good
"Aplikasi bagus,sangat membantu",5,2022-07-11 07:32:32,Pengguna Google,Positif,aplikasi bagussangat membantu,aplikasi bagussangat membantu,aplikasi bagussangat membantu
Sangat membantu masee,5,2022-07-11 07:32:23,Pengguna Google,Positif,sangat membantu masee,membantu masee,membantu mase
Good,5,2022-07-11 07:30:44,Pengguna Google,Positif,good,good,good
Mhn untuk pasang surut air laut. Perdaerah ditingkatkan,4,2022-07-11 07:30:15,Pengguna Google,Positif,mhn untuk pasang surut air laut perdaerah ditingkatkan,mhn pasang surut air laut perdaerah ditingkatkan,mhn pasang surut air laut perdaerah ditingkatkan
Dapat mengetahui info gempa.. tidak perlu brosing lagi,4,2022-07-11 07:28:03,Pengguna Google,Positif,dapat mengetahui info gempa tidak perlu brosing lagi,info gempa brosing,info gempa brose
Good,5,2022-07-11 07:27:46,Pengguna Google,Positif,good,good,good
